ID, Compulsory, Natural, Social
BD1207887 12.9 9.5 14
BD1207888 16.4 0 15.5
BD1207889 21.05 15.5 0
BD1207890 14.95 0 16.5
BD1207891 15.9 15.5 0
BD1207892 18.6 12.25 0
BD1207893 15.5 0 20.5
BD1207894 18.05 14.5 0
BD1207895 12.1 0 14.75
BD1207896 15.85 17.75 0
BD1207897 17.45 17.5 0
BD1207898 15.75 0 23.25
BD1207899 7.7 0 18
BD1207900 16.35 19.25 0
BD1207901 14.1 10 20.25
BD1207902 18.1 0 20.25
BD1207903 21.7 14.5 0
BD1207904 15.05 0 19.25
BD1207905 15.95 0 17.25
BD1207906 18.7 21.25 0
BD1207907 20.35 21 0
BD1207908 16.8 0 20.75
BD1207909 7.75 0 17.75
BD1207910 14.7 0 17.5
BD1207911 8.65 0 15.75
BD1207912 12.45 0 13.25
BD1207913 16.15 15.5 0
BD1207914 13.45 0 18.75
BD1207915 9.25 7.75 15.25
BD1207916 23.4 18.5 0
BD1207917 13.9 9.5 17.5
BD1207918 16.3 18.25 0
BD1207919 19.55 14 0
BD1207920 17.95 9.5 16.25
BD1207921 17.5 15.75 0
BD1207922 17.2 17.25 0
BD1207923 6.8 10.25 0
BD1207924 19 14.25 0
BD1207925 12.75 0 17
BD1207926 13.3 0 17.25
BD1207927 11 0 16.75
BD1207928 8.5 0 13.5
BD1207929 18.8 15.5 16.5
BD1207930 17.3 17.25 0
BD1207931 5.2 3.75 0
BD1207932 12.15 0 13.25
BD1207933 11 4 0
BD1207934 16.6 17.5 0
BD1207935 16.15 0 19.5
BD1207936 17.2 0 17.75
BD1207937 14.75 0 18
BD1207938 13.95 0 17.25
BD1207939 10.9 0 13.75
BD1207940 4.6 0 7
BD1207941 4.45 0 8
BD1207942 18.85 0 20.75
BD1207943 17.7 20.5 0
BD1207944 20.45 18.5 0
BD1207945 11.05 0 21.75
BD1207946 21.45 20.25 0
BD1207947 20.7 19 0
BD1207948 16.25 18.75 0
BD1207949 20.95 16.75 0
BD1207950 16.75 16.25 0
BD1207951 11.45 0 18.5
BD1207952 14.7 0 17.5
BD1207953 16.1 14.75 0
BD1207954 20.8 17.5 19
BD1207955 17.75 15.5 0
BD1207956 14.25 0 16
BD1207957 15.2 0 20.5
BD1207958 19 0 18
BD1207959 11.7 0 15.75
BD1207960 19.95 19.75 0
BD1207961 13.15 10.5 17
BD1207962 19 18 0
BD1207963 16.65 13.75 0
BD1207964 15.3 0 18
BD1207965 14.55 0 20.75
BD1207966 10 0 15.75
BD1207967 6.4 0 10.25
BD1207968 17.05 15.75 0
BD1207969 19.1 17.25 0
BD1207970 15.4 0 17.75
BD1207971 17.25 9.75 21.75
BD1207972 16.2 15.5 0
BD1207973 17.6 16.25 17.75
BD1207974 17.8 18 0
BD1207975 14.35 0 15
BD1207976 13.95 11 0
BD1207977 16.3 16.25 0
BD1207978 7.35 0 12.75
BD1207979 13.4 0 20
BD1207980 9.5 7.25 14.75
BD1207981 22.6 19 0
BD1207982 16.2 14.75 19.25
BD1207983 12.9 0 18
BD1207984 17.05 19 19.5
BD1207985 15.8 14 0
BD1207986 15.2 13.5 21.75
BD1207987 8.45 0 4
BD1207988 15.1 0 14.75
BD1207989 16.5 0 22.25
BD1207990 9.4 0 19.25
BD1207991 18.8 17 0
BD1207992 18.35 17.25 0
BD1207993 16.4 0 23.5
BD1207994 16.85 15.5 18.25
BD1207995 13.05 0 19
BD1207996 23.65 0 15.75
BD1207997 11.6 0 17.75
BD1207998 16.75 14.25 0
BD1207999 13.35 0 21.25
BD1208000 23.45 0 15.5
BD1208001 14.5 12.25 0
BD1208002 13.1 9.25 16.75
BD1208003 20.4 15 0
BD1208004 19 18.25 0
BD1208005 14.15 0 19.75
BD1208006 15.1 14.25 0
BD1208007 12.35 13.5 0
BD1208008 6.5 0 15.75
BD1208009 15.4 0 18.75
BD1208010 20.65 0 16
BD1208011 16.85 0 18.5
BD1208012 5.25 0 12.25
BD1208013 13.1 0 13.75
BD1208014 11.6 0 15.75
BD1208015 20.8 0 23.25
BD1208016 13.1 0 23
BD1208017 16.2 12.25 0
BD1208018 17.5 18.5 0
BD1208019 13 15 0
BD1208020 14.6 11.25 19.5
BD1208021 11.95 0 17.75
BD1208022 10.3 0 17.75
BD1208023 17.2 15 0
BD1208024 20.8 14 0
BD1208025 13.25 11.5 0
BD1208026 14.2 0 15.75
BD1208027 11.2 12.25 17.75
BD1208028 18 19 0
BD1208029 12.95 0 14.75
BD1208030 15.2 0 23
BD1208031 13.65 0 18
BD1208032 12.6 0 17.25
BD1208033 18.1 13 0
BD1208034 13.15 0 14
BD1208035 16.85 13.75 0
BD1208036 20.8 16 0
BD1208037 16.6 0 14.25
BD1208038 9.25 0 12.25
BD1208039 11.8 0 16
BD1208040 12.8 0 21.75
BD1208041 13.55 0 18.25
BD1208042 10.25 0 15.75
BD1208043 14.25 13.75 0
BD1208044 16.3 0 15
BD1208045 13.95 16.25 17.5
BD1208046 15.1 0 18.5
BD1208047 14.15 8.75 15.25
BD1208048 18.6 17.75 0
BD1208049 16.85 12.5 0
BD1208050 14.75 0 19.75
BD1208051 17.85 17 0
BD1208052 18.3 14.5 0
BD1208053 12.3 0 18.25
BD1208054 14.6 0 16.5
BD1208055 12.1 0 16.75
BD1208056 12.7 13 0
BD1208057 16.1 11.75 0
BD1208058 15.65 10.5 0
BD1208059 12.75 14.25 0
BD1208060 16.85 14 0
BD1208061 17.65 14.75 0
BD1208062 10.4 0 13
BD1208063 10.6 0 18.75
BD1208064 14.8 0 14.5
BD1208065 12.6 7.75 15.5
BD1208066 16.6 0 20.5
BD1208067 18.65 16.75 0
BD1208068 14.3 0 17.25
BD1208069 11.85 9 13.75
BD1208070 17.65 0 21
BD1208071 8.2 18.75 0
BD1208072 13 13.25 0
BD1208073 17.05 18 16.5
BD1208074 16.75 17.25 20
BD1208075 18.5 18.25 0
BD1208076 17.7 0 17.5
BD1208077 17.45 15 0
BD1208078 12 0 14.25
BD1208079 16.25 0 16.75
BD1208080 21.05 15.25 0
BD1208081 16.6 14.25 0
BD1208082 16.35 18 0
BD1208083 20.75 16.75 23.25
BD1208084 9.5 0 7
BD1208085 10.85 0 12.75
BD1208086 17.95 0 22.25
BD1208087 10.5 0 15.75
BD1208088 17.3 16.75 0
BD1208089 14.2 0 18.5
BD1208090 18.7 20.5 0
BD1208091 13.9 0 20.25
BD1208092 9.65 0 11.75
BD1208093 12.75 0 18.75
BD1208094 21.65 0 19.25
BD1208095 16.6 0 16.25
BD1208096 12.2 0 19
BD1208097 12.35 0 16
BD1208098 5.6 10 0
BD1208099 15.6 0 26.25
BD1208100 16.45 16.5 0
BD1208101 14.45 0 18.25
BD1208102 13.3 15 0
BD1208103 15.5 13 0
BD1208104 17.55 7.25 16
BD1208105 10.9 9.75 17.75
BD1208106 12.75 8.5 12.25
BD1208107 11.75 0 18.75
BD1208108 18.15 0 16
BD1208109 18.7 0 20.25
BD1208110 13.55 11 0
BD1208111 17.85 0 22
BD1208112 14.7 12.25 0
BD1208113 10.6 0 15.5
BD1208114 16.45 0 19.75
BD1208115 14.9 18.25 0
BD1208116 12.35 0 12.75
BD1208117 15.8 10.25 0
BD1208118 19.3 14.25 0
BD1208119 11.65 8.25 14.5
BD1208120 18.25 16.5 0
BD1208121 16 0 18.75
BD1208122 6.05 0 8
BD1208123 16.2 0 21.5
BD1208124 16.6 14.5 0
BD1208125 13.15 0 13.5
BD1208126 14 10 15.25
BD1208127 11.15 7.75 17.5
BD1208128 9.3 0 12.5
BD1208129 15.6 0 19.75
BD1208130 11.2 0 16.75
BD1208131 12.1 0 19
BD1208132 17.4 16.5 19
BD1208133 3.8 5 0
BD1208134 23.45 19 0
BD1208135 6.8 13.75 0
BD1208136 17.4 0 21.25
BD1208137 16.25 0 21
BD1208138 12.25 6.75 16.25
BD1208139 14.85 0 21.75
BD1208140 16.2 18.5 0
BD1208141 14.2 13.5 13.75
BD1208142 11.3 0 10.5
BD1208143 10.35 8.75 17
BD1208144 21.5 0 23.5
BD1208145 13.3 0 17.75
BD1208146 12.55 12.75 0
BD1208147 14 14.75 0
BD1208148 19.1 18.75 0
BD1208149 19.75 13.25 0
BD1208150 15.3 16.5 0
BD1208151 12.45 0 19
BD1208152 8.1 0 12.25
BD1208153 15.55 14.75 0
BD1208154 11.2 0 16.5
BD1208155 20.4 13.25 0
BD1208156 12.65 9 13
BD1208157 16.05 18.75 0
BD1208158 15.25 0 16.25
BD1208159 17.45 0 20
BD1208160 7.2 13 0
BD1208161 13.2 0 17.75
BD1208162 12.2 0 17.5
BD1208163 14.25 0 18.5
BD1208164 14 10.75 21
BD1208165 20.2 19.75 0
BD1208166 24.2 19 0
BD1208167 12.3 0 14
BD1208168 13 10.25 0
BD1208169 15.35 17.75 0
BD1208170 15.85 0 18.75
BD1208171 18.85 14.25 0
BD1208172 16.3 14.75 0
BD1208173 10.4 0 10.75
BD1208174 22.1 20 0
BD1208175 8.6 7 12.75
BD1208176 13.25 0 13.5
BD1208177 11.6 0 14
BD1208178 16.4 18 0
BD1208179 5.4 10 0
BD1208180 16.4 18 0
BD1208181 11.15 11.5 0
BD1208182 20.3 0 19.75
BD1208183 19.2 18.25 19
BD1208184 14.6 0 17.25
BD1208185 10.1 0 12.75
BD1208186 15.5 0 17.5
BD1208187 15.95 0 21.25
BD1208188 15.35 0 19.75
BD1208189 17.65 16.75 0
BD1208190 17.5 17.5 0
BD1208191 15.85 0 20.25
BD1208192 18.95 19.75 0
BD1208193 14.4 0 17
BD1208194 10.15 0 20.25
BD1208195 18.7 16.75 0
BD1208196 17.3 17 0
BD1208197 15.3 11.25 14.25
BD1208198 17.05 0 19.75
BD1208199 11.8 0 15.25
BD1208200 19 18 0
BD1208201 12.65 0 19.25
BD1208202 14.7 17.25 0
BD1208203 17.25 0 18.5
BD1208204 12.05 0 21
BD1208205 17.4 19 0
BD1208206 14.2 14 16
BD1208207 13.3 0 17.5
BD1208208 14.35 11.75 17
BD1208209 13.45 0 9.25
BD1208210 15.45 0 16.25
BD1208211 10.45 0 16
BD1208212 12.4 0 19.75
BD1208213 13.8 0 16.75
BD1208214 4.75 0 3.25
BD1208215 13.05 9.5 0
BD1208216 14.65 13 0
BD1208217 26.5 0 0
BD1208218 16.4 0 19.5
BD1208219 12.95 0 13.5
BD1208220 15.2 9.25 15
BD1208221 13.85 0 13.25
BD1208222 15.7 16.5 0
BD1208223 12.1 0 18.75
BD1208224 20.4 21.25 0
BD1208225 21.65 18.75 0
BD1208226 12.35 0 14.5
BD1208227 16.65 0 15.5
BD1208228 17.4 19 0
BD1208229 15.35 0 16.25
BD1208230 17.4 13.25 0
BD1208231 13.65 12.25 15.25
BD1208232 13.55 10 17.5
BD1208233 12.55 0 16.5
BD1208234 22.6 16.75 0
BD1208235 18.4 18.5 0
BD1208236 15.8 16.25 0
BD1208237 20.8 15.25 0
BD1208238 14.25 14.75 0
BD1208239 14.5 0 13.5
BD1208240 19.05 0 20.25
BD1208241 16.1 0 18.5
BD1208242 19.05 18.75 0
BD1208243 12.3 0 18.75
BD1208244 16.4 11.5 0
BD1208245 18.75 18 0
BD1208246 11.65 0 14.75
BD1208247 14.45 0 18.5
BD1208248 14.6 0 18.75
BD1208249 15.85 0 19
BD1208250 17.1 0 15.25
BD1208251 17.95 0 22.25
BD1208252 16.6 12.5 0
BD1208253 18.9 19 0
BD1208254 24.25 19.75 0
BD1208255 17.1 14.25 0
BD1208256 15.55 17 0
BD1208257 19.05 21 0
BD1208258 18.55 14 0
BD1208259 16.2 17.75 0
BD1208260 20.85 16 0
BD1208261 16.15 12.5 0
BD1208262 11.6 0 14.75
BD1208263 18.35 12.75 20
BD1208264 17 16.25 16.75
BD1208265 13.9 0 14.5
BD1208266 10.75 0 13
BD1208267 15.55 16.75 0
BD1208268 9.1 0 13
BD1208269 16.95 18.25 0
BD1208270 20 20.75 0
BD1208271 17.85 12.5 0
BD1208272 18.45 19.25 0
BD1208273 13.5 7.75 19.75
BD1208274 14.95 13.25 19
BD1208275 14.45 14.5 0
BD1208276 13.8 0 19
BD1208277 14.25 0 14.75
BD1208278 12.6 0 16.25
BD1208279 15.25 11.75 17.5
BD1208280 12.25 0 17.25
BD1208281 10.25 0 12.75
BD1208282 17.75 12.75 0
BD1208283 12.3 11 0
BD1208284 15.4 0 16.25
BD1208285 14.8 14.25 0
BD1208286 9.9 0 8.75
BD1208287 12.2 0 17.5
BD1208288 11.25 0 15.5
BD1208289 13.35 0 18.75
BD1208290 19 0 20.5
BD1208291 12.2 0 15.75
BD1208292 15.7 0 19
BD1208293 26.1 18.25 0
BD1208294 19 19.75 0
BD1208295 2.75 0 10
BD1208296 7.9 0 8.5
BD1208297 11.65 0 20.25
BD1208298 17.2 16 0
BD1208299 5.3 0 3
BD1208300 17.95 16 0
BD1208301 19.45 0 20
BD1208302 13.85 0 18.75
BD1208303 18.15 20.5 0
BD1208304 11.35 0 13.5
BD1208305 19.4 13.75 0
BD1208306 15.5 12.25 0
BD1208307 15.25 11.75 15.75
BD1208308 12.45 0 16.75
BD1208309 11.85 0 16.5
BD1208310 6.2 13 0
BD1208311 13.05 0 15.75
BD1208312 14.35 0 24.75
BD1208313 13.8 16 0
BD1208314 15.1 0 20
BD1208315 16.9 0 20
BD1208316 14.65 11 0
BD1208317 13.95 12.25 0
BD1208318 19.35 14.5 0
BD1208319 17.9 17.25 0
BD1208320 13.7 15 0
BD1208321 11.8 10.25 18.25
BD1208322 14.1 14.5 0
BD1208323 13.6 9.5 18
BD1208324 20.95 15.75 0
BD1208325 20.95 0 24
BD1208326 21.3 17.75 0
BD1208327 18.4 21 0
BD1208328 17.25 13 18
BD1208329 23.55 0 24.5
BD1208330 14.85 0 15.5
BD1208331 16.2 0 22
BD1208332 12 0 14.5
BD1208333 19.4 21.25 16
BD1208334 13.95 0 18.75
BD1208335 24.4 22.5 0
BD1208336 12.25 0 17.5
BD1208337 8.9 0 15.25
BD1208338 15 0 15
BD1208339 10.95 0 18.75
BD1208340 16.75 0 21.5
BD1208341 17.2 0 17.5
BD1208342 17.15 14.25 0
BD1208343 14.75 0 18.75
BD1208344 17.85 0 17.5
BD1208345 16.2 17.5 0
BD1208346 16.3 0 24.25
BD1208347 13.75 8.5 15
BD1208348 17.7 0 20.5
BD1208349 8.45 0 12.5
BD1208350 17.2 0 21.25
BD1208351 16.15 11.75 21.5
BD1208352 21.7 16.75 15.5
BD1208353 14.35 0 16.5
BD1208354 10.85 0 15
BD1208355 14.9 9.75 16.25
BD1208356 14.8 0 19.75
BD1208357 11.3 0 17.25
BD1208358 13.05 8 18
BD1208359 14 14.25 19
BD1208360 15.95 17.75 0
BD1208361 21 18 0
BD1208362 9.25 0 9.25
BD1208363 14.25 9 20.5
BD1208364 11.5 0 14.75
BD1208365 13.5 0 14.75
BD1208366 17.8 17 0
BD1208367 20.7 14.5 0
BD1208368 10.2 0 17.5
BD1208369 18.4 15.5 0
BD1208370 14.7 13 0
BD1208371 10.15 0 16.5
BD1208372 14.5 7 14
BD1208373 20.6 20.75 0
BD1208374 13.85 10.25 23.5
BD1208375 15.7 15 0
BD1208376 13.1 7.25 15.75
BD1208377 12.45 10.75 0
BD1208378 8.25 8.75 10.75
BD1208379 10.4 0 14
BD1208380 18.7 16.5 0
BD1208381 13.7 0 17.5
BD1208382 13.05 0 17.75
BD1208383 17.4 18 0
BD1208384 17.55 12.25 0
BD1208385 11.85 0 16.5
BD1208386 9.15 8.75 15.25
BD1208387 21.7 20.25 0
BD1208388 18.8 16.25 0
BD1208389 12.9 0 13.5
BD1208390 15.7 18.75 0
BD1208391 15.7 0 18.75
BD1208392 15.2 0 16.25
BD1208393 10 0 19.5
BD1208394 21.2 0 23
BD1208395 6.8 0 9.5
BD1208396 11.2 0 14.25
BD1208397 11.45 0 17
BD1208398 18.2 0 20.25
BD1208399 14.5 12.25 0
BD1208400 12.1 0 16.75
BD1208401 21.95 0 16.5
BD1208402 16.05 0 16.5
BD1208403 16.7 15.25 0
BD1208404 19.25 0 19.25
BD1208405 15.6 0 22.5
BD1208406 17.2 17.5 0
BD1208407 17.55 0 21.75
BD1208408 17.4 14.25 0
BD1208409 18.25 18 20.5
BD1208410 17.7 0 18.75
BD1208411 16.95 13.75 0
BD1208412 17.75 18 0
BD1208413 14.65 0 12.5
BD1208414 18.45 18.25 0
BD1208415 19.3 14.5 0
BD1208416 13.8 0 17.25
BD1208417 15.35 0 21.75
BD1208418 18.5 13.5 17.5
BD1208419 15.1 15.25 21
BD1208420 3 6.5 0
BD1208421 10.15 9 14.25
BD1208422 15.75 11.75 0
BD1208423 9.6 6.25 13
BD1208424 13.6 0 19.75
BD1208425 14.6 0 16
BD1208426 15 0 16.25
BD1208427 17.1 13.5 0
BD1208428 21.8 17 0
BD1208429 14.2 0 20.75
BD1208430 13.15 0 16
BD1208431 12.2 0 19.75
BD1208432 15.25 10.5 0
BD1208433 16.2 15.5 14.75
BD1208434 14.1 0 18.25
BD1208435 11 6.25 19
BD1208436 22 22.25 0
BD1208437 21.45 0 22.75
BD1208438 18.1 13.25 18.5
BD1208439 19.65 19 0
BD1208440 16.9 12.75 0
BD1208441 7.4 0 12.75
BD1208442 15.1 0 17.25
BD1208443 11.1 6.5 12.5
BD1208444 12.45 8 16.25
BD1208445 12.65 9.25 15.5
BD1208446 10.4 0 14
BD1208447 21.9 17.25 0
BD1208448 23.55 21 0
BD1208449 16.4 17.25 0
BD1208450 16.6 0 18.75
BD1208451 18.35 0 20.75
BD1208452 12.25 0 12
BD1208453 0 5.5 0
BD1208454 16.25 0 18
BD1208455 9.8 0 18.5
BD1208456 12.65 9.25 15
BD1208457 16.3 18.25 0
BD1208458 18.9 0 23.25
BD1208459 7.85 0 12.75
BD1208460 16.5 13.5 18.5
BD1208461 15.4 0 17.5
BD1208462 15.25 0 18.25
BD1208463 14.3 0 22.75
BD1208464 19.75 0 21.75
BD1208465 18.3 11.75 0
BD1208466 12.3 0 17.5
BD1208467 12.8 0 19
BD1208468 16 0 15
BD1208469 11.4 0 16.5
BD1208470 18.85 18.5 0
BD1208471 17.9 0 19
BD1208472 14.8 0 20.25
BD1208473 22.55 16.75 15
BD1208474 14.5 0 17.5
BD1208475 11.5 0 14
BD1208476 16.95 14.75 0
BD1208477 15.4 10.75 15
BD1208478 13.9 0 17.5
BD1208479 14.25 0 15.75
BD1208480 18.45 0 16.5
BD1208481 16 0 23.25
BD1208482 14.55 0 17.25
BD1208483 8.85 8 18.75
BD1208484 13.65 13.5 0
BD1208485 17.6 13.25 15.25
BD1208486 12.7 0 17.25
BD1208487 13.2 8.75 16.25
BD1208488 10.4 0 20.25
BD1208489 15.05 0 17.25
BD1208490 18 15.5 17.75
BD1208491 14.05 12.25 15.25
BD1208492 16.05 0 0
BD1208493 9.6 0 9.75
BD1208494 12.65 0 12.5
BD1208495 16.8 16.25 0
BD1208496 21.7 16.25 0
BD1208497 14.2 15.25 0
BD1208498 15.3 16.75 0
BD1208499 14.85 16.75 0
BD1208500 15.5 16.25 0
BD1208501 19.95 18.75 0
BD1208502 15.15 0 16.25
BD1208503 14.15 12 0
BD1208504 17 0 5.5
BD1208505 18.25 0 20
BD1208506 19.25 0 20.5
BD1208507 11.15 11.5 0
BD1208508 17.75 13 0
BD1208509 10.1 0 15.25
BD1208510 19.85 15.5 0
BD1208511 12.25 0 17.5
BD1208512 10.95 0 14.25
BD1208513 11.9 0 18
BD1208514 14.5 0 17.75
BD1208515 12.4 0 16
BD1208516 17 0 19.25
BD1208517 18.25 0 18.75
BD1208518 19.7 17.75 0
BD1208519 20.6 22.5 0
BD1208520 14.65 14 0
BD1208521 4.15 0 3
BD1208522 15.65 17.75 0
BD1208523 11.3 11 0
BD1208524 15.1 18.25 0
BD1208525 17.8 13 0
BD1208526 12.35 8.75 21.5
BD1208527 19.5 0 21.5
BD1208528 11.95 0 16.5
BD1208529 20.4 15.25 0
BD1208530 24.6 0 25
BD1208531 19.9 0 19
BD1208532 18.2 16 0
BD1208533 20.7 22 0
BD1208534 14.15 0 16.75
BD1208535 17.7 17 0
BD1208536 13.4 13 15.75
BD1208537 18.1 13 16.25
BD1208538 14.6 8.5 14.75
BD1208539 15.25 13.25 15.5
BD1208540 19.4 17.5 0
BD1208541 20.85 21.5 0
BD1208542 14.3 15.25 0
BD1208543 16.2 13.5 0
BD1208544 19.05 18 0
BD1208545 10.6 8.5 20.75
BD1208546 14.55 0 17.25
BD1208547 18.8 14 0
BD1208548 12.15 13 0
BD1208549 21.4 10.25 0
BD1208550 13.1 0 16
BD1208551 12.35 0 23
BD1208552 14.65 13.25 17.75
BD1208553 13.35 6.75 11
BD1208554 7 0 3.75
BD1208555 15.7 0 20.25
BD1208556 15.3 0 20.5
BD1208557 13.7 8.75 17.25
BD1208558 16.25 18.5 0
BD1208559 12.3 0 14.75
BD1208560 12 0 17
BD1208561 15.75 0 22
BD1208562 13.65 16.5 0
BD1208563 11.3 0 16.5
BD1208564 21.3 22.25 0
BD1208565 16.2 15.5 14.5
BD1208566 14.95 17 0
BD1208567 17.8 15.5 0
BD1208568 11.3 10.75 18.5
BD1208569 12.7 0 17.25
BD1208570 18.3 0 18.75
BD1208571 16.6 0 16
BD1208572 17.1 19.5 0
BD1208573 12.1 0 12.75
BD1208574 12.95 0 16.25
BD1208575 19.7 0 18.75
BD1208576 20.2 13.5 19.25
BD1208577 13.9 0 17.75
BD1208578 10.45 0 15
BD1208579 18 18.5 0
BD1208580 22.1 16.25 0
BD1208581 16.2 0 20.5
BD1208582 17.5 0 18.5
BD1208583 21.45 15.75 0
BD1208584 12.2 0 21.25
BD1208585 15.4 0 20
BD1208586 15.6 0 16.25
BD1208587 12.1 0 13.75
BD1208588 17.05 19.5 0
BD1208589 11.8 0 17.25
BD1208590 15.15 15 0
BD1208591 12.5 0 20.75
BD1208592 21.05 18 0
BD1208593 16.4 14.5 0
BD1208594 5.8 11.5 0
BD1208595 13.8 0 20
BD1208596 17 16.75 0
BD1208597 23.05 0 22.5
BD1208598 21.95 19.75 0
BD1208599 16.65 8.25 20.5
BD1208600 19.85 0 20.25
BD1208601 14.1 9 12.75
BD1208602 17.85 12.5 0
BD1208603 19 15.75 0
BD1208604 12.65 9.75 16.5
BD1208605 18.4 13.75 0
BD1208606 13.15 0 17.25
BD1208607 18.1 18 0
BD1208608 14.55 15.25 0
BD1208609 17.6 15.5 0
BD1208610 20.5 14.75 0
BD1208611 4.55 0 8.25
BD1208612 13.6 0 20.25
BD1208613 17.95 20 0
BD1208614 15.15 0 15.5
BD1208615 13.85 0 20.25
BD1208616 11.55 0 12.75
BD1208617 19.85 0 15.75
BD1208618 16.6 0 17.5
BD1208619 16.05 14.5 0
BD1208620 10.05 10 16.75
BD1208621 18.7 16 20.75
BD1208622 16.9 18.75 0
BD1208623 20.65 20.5 0
BD1208624 5 3.5 0
BD1208625 16.9 14.75 0
BD1208626 15.45 0 18
BD1208627 16.7 0 21.75
BD1208628 13.8 10.75 0
BD1208629 16.25 0 17.25
BD1208630 8.4 19.25 0
BD1208631 20.2 15 0
BD1208632 17.8 15.75 0
BD1208633 13.8 0 19
BD1208634 14.5 0 23.25
BD1208635 15.05 0 20.5
BD1208636 22.3 18.5 0
BD1208637 14.8 8.5 18.75
BD1208638 11 0 14.25
BD1208639 14.3 0 19
BD1208640 14.85 0 20
BD1208641 15.25 18.5 0
BD1208642 10.55 6.5 12.75
BD1208643 14.35 0 14.25
BD1208644 15.45 0 20.25
BD1208645 14.1 0 23.25
BD1208646 20.4 21 0
BD1208647 19.35 16.75 0
BD1208648 9.4 0 15
BD1208649 19.75 15.75 0
BD1208650 17.4 14.5 0
BD1208651 12.55 12 16.25
BD1208652 8.9 0 11.5
BD1208653 15 0 20
BD1208654 15.65 0 19.5
BD1208655 9 0 7.5
BD1208656 17.65 0 17.5
BD1208657 19.95 0 24.75
BD1208658 14.35 0 21.25
BD1208659 11.75 0 13.5
BD1208660 11.3 0 10.25
BD1208661 12.7 0 17.5
BD1208662 15.95 14.5 0
BD1208663 16.15 11 0
BD1208664 17.55 15.75 0
BD1208665 17.2 12 0
BD1208666 12.45 0 15.75
BD1208667 10.3 0 18
BD1208668 13.7 0 16.25
BD1208669 22.3 0 16.25
BD1208670 10.8 0 15.5
BD1208671 10.5 0 17.25
BD1208672 17.2 0 18
BD1208673 13.95 0 16.25
BD1208674 23 19.75 0
BD1208675 15.35 17.75 0
BD1208676 15.7 13.75 0
BD1208677 16.45 15 0
BD1208678 11.4 0 15.5
BD1208679 10.05 0 16
BD1208680 21 0 22.25
BD1208681 19.15 0 26.75
BD1208682 10.9 0 16
BD1208683 15.65 11.75 17
BD1208684 10.6 0 13.75
BD1208685 19.85 15.75 0
BD1208686 15.15 17 0
BD1208687 12 0 11.25
BD1208688 17.05 0 17
BD1208689 6.4 10.5 0
BD1208690 14.85 0 16.75
BD1208691 13.55 10.5 16.75
BD1208692 13 6.25 0
BD1208693 8.6 6 15.25
BD1208694 8.75 0 10.75
BD1208695 9.6 0 18
BD1208696 7.9 0 11
BD1208697 18.1 15.5 22.75
BD1208698 14.4 0 22
BD1208699 19.95 15.5 0
BD1208700 13.1 0 17.25
BD1208701 13.9 9.5 0
BD1208702 14 7.25 19.25
BD1208703 15.9 17 0
BD1208704 14.4 0 17
BD1208705 16.55 16.25 0
BD1208706 20.2 0 23.5
BD1208707 3.9 0 3.75
BD1208708 17.55 0 24.5
BD1208709 11.6 0 13
BD1208710 14 8.5 12.75
BD1208711 11.9 0 18.5
BD1208712 13.05 0 18.25
BD1208713 12.2 0 15.25
BD1208714 16.6 17.5 0
BD1208715 14.9 0 20.75
BD1208716 11.25 0 15.25
BD1208717 12.45 0 16.25
BD1208718 9.5 0 16.5
BD1208719 10.8 0 16
BD1208720 14.15 0 20.25
BD1208721 20.45 16.25 0
BD1208722 11.15 0 14.25
BD1208723 11.6 0 16.25
BD1208724 19 17 0
BD1208725 24.25 16.75 0
BD1208726 14.5 14.5 0
BD1208727 11 0 13
BD1208728 15.15 19.75 0
BD1208729 14.95 0 18.5
BD1208730 13.65 0 16.75
BD1208731 17 18 0
BD1208732 15.95 10.75 13
BD1208733 22.95 15 0
BD1208734 11.35 7 14.25
BD1208735 18.6 19.25 0
BD1208736 12.9 0 15.5
BD1208737 12.3 0 19.25
BD1208738 13.8 10.5 20.25
BD1208739 9.55 0 16
BD1208740 13.7 0 24.5
BD1208741 10 8.25 13.5
BD1208742 7.55 0 9.75
BD1208743 14.85 12.5 0
BD1208744 18.55 15.75 0
BD1208745 6.25 0 10.25
BD1208746 11 8.25 17.25
BD1208747 15.95 15.75 0
BD1208748 7.3 6.5 6.25
BD1208749 16 19.75 0
BD1208750 15.4 0 18.5
BD1208751 16.95 0 17.25
BD1208752 14.95 15.5 0
BD1208753 12.75 13.75 17.5
BD1208754 11.4 0 13.5
BD1208755 15.85 0 16.75
BD1208756 16.1 0 17
BD1208757 11.35 0 17.75
BD1208758 13 0 19.5
BD1208759 15.8 0 23
BD1208760 10.6 7.75 16.75
BD1208761 17.6 19.75 0
BD1208762 15.7 7 17.25
BD1208763 18.65 14 0
BD1208764 12.75 0 14.25
BD1208765 14.35 0 20.5
BD1208766 24.85 16 0
BD1208767 13.7 0 14.75
BD1208768 17.8 16.5 0
BD1208769 20.2 18.25 0
BD1208770 21.1 15.25 0
BD1208771 14.6 0 14.25
BD1208772 14.65 16.25 0
BD1208773 9.2 0 14.75
BD1208774 16.6 20 0
BD1208775 19.5 21.5 0
BD1208776 19.05 14 0
BD1208777 17 15 19.75
BD1208778 13.7 0 14.25
BD1208779 13.2 0 16
BD1208780 19.3 16.75 0
BD1208781 23.15 0 26
BD1208782 21.1 0 18.25
BD1208783 14.15 0 16
