ID, Compulsory, Natural, Social
BD1202629 12.4 8.5 18.25
BD1202630 21.75 16.25 0
BD1202631 16.95 10.75 16.75
BD1202632 15.9 14.25 0
BD1202633 16.9 14.5 0
BD1202634 14.25 0 18.25
BD1202635 16.35 16 16
BD1202636 17.55 14.25 16.25
BD1202637 10.95 0 15.25
BD1202638 13.6 0 20
BD1202639 16.3 9.5 19.25
BD1202640 19.6 0 16.75
BD1202641 14.9 13.25 0
BD1202642 13.85 10 20.25
BD1202643 14.3 0 19.75
BD1202644 21.9 19.75 0
BD1202645 14.75 0 22
BD1202646 20.1 15.75 0
BD1202648 17.5 15.5 0
BD1202649 8.6 15.25 0
BD1202650 13.8 0 15.5
BD1202651 11.2 0 13.5
BD1202652 8.85 0 11.75
BD1202653 16.1 0 22.75
BD1202654 13.9 0 10.75
BD1202655 12.3 0 15
BD1202656 16.2 14.5 0
BD1202657 10.8 0 12.5
BD1202658 20.7 18 0
BD1202659 16.95 17.5 0
BD1202660 14.25 0 16.75
BD1202661 17.5 12.75 0
BD1202662 13 0 19.25
BD1202663 17.55 16.25 0
BD1202664 16.55 0 16.5
BD1202665 14.05 0 14.75
BD1202666 20.2 0 19
BD1202667 18.75 22.25 0
BD1202668 13.9 15.25 0
BD1202669 19.2 16.75 0
BD1202670 17.1 17 0
BD1202671 11.7 0 16.25
BD1202672 20.45 17.75 0
BD1202673 13.25 0 21
BD1202674 7.4 14.25 0
BD1202675 16.7 0 17.5
BD1202676 20.45 12.75 0
BD1202677 16.1 15.25 0
BD1202678 17.8 11.75 0
BD1202679 19.95 14.75 0
BD1202680 23 17.75 0
BD1202681 14.6 0 22.5
BD1202682 18.9 18.25 0
BD1202683 18.15 19.75 0
BD1202684 12.65 0 18.5
BD1202685 17.9 16 0
BD1202686 10.45 0 16
BD1202687 8.65 9 13.25
BD1202688 6.75 8 16.5
BD1202689 18 0 15.75
BD1202690 19.15 15.5 0
BD1202691 11 0 13.5
BD1202693 7.55 0 11
BD1202694 4.85 0 15
BD1202695 12.95 14.5 17.25
BD1202696 12.4 0 18
BD1202697 11.9 10.5 17.75
BD1202698 15.4 13 0
BD1202699 11.1 0 14.5
BD1202700 17.5 16.25 0
BD1202701 11.65 0 16.25
BD1202702 13.25 0 18.25
BD1202703 14.85 14.25 16
BD1202704 21.3 0 22.25
BD1202705 12.25 0 19.5
BD1202706 21.5 0 14.5
BD1202707 18.3 21.25 0
BD1202708 12.1 0 18.75
BD1202709 17.15 17.75 0
BD1202710 15.7 0 14.75
BD1202711 18.05 0 20.75
BD1202712 16 0 18.75
BD1202713 13.55 11.5 17.25
BD1202714 12.25 0 16.25
BD1202715 16.9 0 19
BD1202716 10.25 0 16
BD1202717 12.3 9.5 10.25
BD1202718 16.8 20 0
BD1202719 17.9 0 19.5
BD1202720 16.2 0 21
BD1202721 17.65 14.25 0
BD1202722 14.05 0 15.5
BD1202723 22.8 16.5 0
BD1202724 8.65 0 13.75
BD1202725 16.85 14.5 0
BD1202726 10.7 0 14
BD1202727 8.65 0 10
BD1202728 16.05 11.75 0
BD1202729 16.1 0 20.25
BD1202730 14.3 11 15.5
BD1202731 17.2 0 18.25
BD1202732 11.65 0 17.5
BD1202733 13.9 0 16.25
BD1202734 14.2 0 17
BD1202735 13.35 0 15.75
BD1202736 9 16.5 0
BD1202737 11.2 8.75 19.5
BD1202738 18.6 18.5 19
BD1202739 20.7 18.25 0
BD1202740 14.6 10.25 17
BD1202741 14.9 0 21
BD1202742 9.35 0 15
BD1202743 9.5 8.5 21.5
BD1202744 17.6 19.5 0
BD1202745 17.45 16.5 0
BD1202746 12.25 0 19
BD1202747 18.35 0 19.5
BD1202748 8.85 0 10
BD1202749 20.7 0 18.75
BD1202750 12 0 11.5
BD1202751 7.95 0 10
BD1202752 12.2 0 16.5
BD1202753 11.5 0 16.75
BD1202754 10.75 0 20.75
BD1202755 11.9 0 14.5
BD1202756 14.85 9.5 17.75
BD1202757 16.65 12 0
BD1202758 15.6 17.5 0
BD1202759 6.5 0 7.5
BD1202760 3.8 6 0
BD1202761 10.2 0 9.5
BD1202762 15.3 0 22.25
BD1202763 15.4 11 0
BD1202764 12.9 14 0
BD1202765 15.65 14.5 0
BD1202766 18.65 15.5 0
BD1202767 19.35 17.75 0
BD1202768 18.9 13.75 0
BD1202769 17.9 0 17.5
BD1202770 14.6 15.5 0
BD1202771 14.75 11.5 16.75
BD1202772 9.2 0 8
BD1202773 15.4 0 17.5
BD1202774 11.55 0 21.25
BD1202776 13 0 16.5
BD1202777 18.6 0 20.25
BD1202778 15.65 0 16.25
BD1202779 11.3 0 15.5
BD1202780 20.95 19.75 0
BD1202781 17.3 0 19.25
BD1202782 14.7 12.25 0
BD1202783 13.4 10.5 0
BD1202784 15.2 13.75 0
BD1202785 9 20 0
BD1202786 14.2 13.75 0
BD1202787 9.15 8.5 13.5
BD1202788 16.9 0 17
BD1202789 9.4 0 16
BD1202790 19.55 15.25 0
BD1202791 16.55 0 18
BD1202792 10.7 0 14
BD1202793 18.1 16.25 0
BD1202794 16.75 0 17.75
BD1202795 19.6 16.75 16
BD1202796 18.7 18.25 0
BD1202797 17.45 0 18.75
BD1202798 18.25 16.25 0
BD1202799 11.5 8.75 18.5
BD1202800 15.8 0 16
BD1202801 17.25 14.25 0
BD1202802 13.15 12 16.5
BD1202803 21.65 0 18.5
BD1202804 14.1 0 21.25
BD1202805 9.95 0 12.75
BD1202806 20.65 18.75 0
BD1202807 13.9 7.75 20
BD1202808 13.9 0 16.75
BD1202809 7.1 0 11.5
BD1202810 23.7 15.75 0
BD1202811 11.4 0 11.25
BD1202812 9.9 0 17.5
BD1202813 18.3 20.25 16.5
BD1202814 10.45 0 19.75
BD1202815 20.45 21.25 0
BD1202816 22.25 15.75 0
BD1202817 15.15 10 20.75
BD1202818 15.85 0 24.75
BD1202819 18.1 0 17.75
BD1202820 15.45 13 0
BD1202821 16.45 13.25 0
BD1202822 10.1 0 14.5
BD1202823 10.85 0 17
BD1202824 14.8 13.75 14.75
BD1202825 12.4 0 15
BD1202826 18.15 0 19.5
BD1202827 12.8 0 16.25
BD1202828 12.55 0 22.25
BD1202829 12.05 0 15
BD1202830 15.2 17.75 0
BD1202831 12.7 0 16.75
BD1202832 10.9 0 15
BD1202833 11.15 0 14
BD1202834 22.05 20.75 0
BD1202835 19.8 0 19.75
BD1202836 14.8 0 19.25
BD1202837 20.3 13.75 0
BD1202838 20.3 19.25 0
BD1202839 19.15 20.75 0
BD1202840 12.45 0 15.75
BD1202841 15.7 0 19.25
BD1202842 17.4 0 15.25
BD1202843 18.8 0 25.75
BD1202844 20.65 0 18.75
BD1202845 19.05 20.5 0
BD1202846 19.35 0 22.25
BD1202847 11.3 0 12.5
BD1202848 21.15 17 0
BD1202849 12.6 10.25 19
BD1202850 13.65 0 13.75
BD1202851 19.1 0 21
BD1202852 10.85 0 18
BD1202853 12.55 0 12.5
BD1202854 15.3 15 0
BD1202855 15.3 14.75 20
BD1202856 10.55 0 20.25
BD1202857 13.6 0 17.25
BD1202858 22.55 19.25 0
BD1202859 11.1 0 14.5
BD1202860 17.35 0 17.75
BD1202861 15.15 18 17.75
BD1202862 17.3 12.25 18.25
BD1202863 21.05 15.5 0
BD1202864 11 0 16
BD1202865 13 0 18.5
BD1202866 14.25 0 15
BD1202867 14.35 13.25 0
BD1202868 22.15 0 26.25
BD1202869 9.7 9.5 21.5
BD1202870 21.8 17.25 0
BD1202871 9.95 0 13.5
BD1202872 21.1 0 21.75
BD1202873 9 6 11.25
BD1202874 17.75 12.25 0
BD1202875 10.6 0 14.75
BD1202876 16.3 14.25 13
BD1202877 14.8 0 17.75
BD1202878 15.55 15.25 0
BD1202879 9.9 0 18.5
BD1202880 13.5 0 19
BD1202881 15.95 0 18
BD1202882 18.9 0 18.5
BD1202883 14.9 0 20
BD1202884 14.95 0 14.5
BD1202885 17.35 15.75 0
BD1202886 16.85 15.75 0
BD1202887 16.75 0 18.5
BD1202888 15.45 12 27.25
BD1202889 6 0 10.75
BD1202890 12.1 0 20
BD1202891 16.85 0 18.75
BD1202892 12.9 9.25 0
BD1202893 12.2 0 18.5
BD1202894 6.8 0 2.75
BD1202895 16.5 20.25 0
BD1202896 14.7 0 19
BD1202897 19.3 19 0
BD1202898 11.45 0 16.75
BD1202899 10.8 0 19.25
BD1202900 10.25 0 14
BD1202901 18.95 13.25 0
BD1202902 18.35 12 20
BD1202903 15.15 7.75 15.25
BD1202904 14.55 0 15.25
BD1202905 15.7 19 0
BD1202906 17.9 0 20.25
BD1202907 16.85 14.25 0
BD1202908 16.85 0 19.25
BD1202909 14.7 0 22
BD1202910 17 11.75 0
BD1202911 17.35 14.5 0
BD1202913 19.3 18.5 0
BD1202914 16 19.75 0
BD1202915 22.35 17.5 0
BD1202916 14.45 0 20
BD1202917 11.5 0 15.75
BD1202918 15.7 9.75 19.25
BD1202919 18.8 17.25 0
BD1202920 12.9 13 0
BD1202921 11.9 10 17
BD1202922 11.7 0 17.25
BD1202923 15.95 13.75 0
BD1202924 23.8 20 0
BD1202925 16.2 0 18
BD1202926 21.4 19.5 0
BD1202927 11.75 0 15.25
BD1202928 20.45 0 21.75
BD1202929 15.5 14.75 0
BD1202930 17.8 0 17.25
BD1202931 14.65 0 16.25
BD1202932 11.75 13.5 0
BD1202933 10.9 0 17
BD1202934 11.6 0 12.25
BD1202935 8.9 0 5
BD1202936 18.9 18.5 0
BD1202937 13.5 0 20.25
BD1202938 18.55 21 0
BD1202939 17.95 19.5 0
BD1202940 9.35 10 15.75
BD1202941 14.45 0 17.25
BD1202942 18.45 15 17.25
BD1202943 12.2 0 15.75
BD1202944 20.6 0 17.25
BD1202945 15.7 14.25 0
BD1202946 19.2 14.25 0
BD1202947 12.4 0 10.75
BD1202948 13.75 0 17.5
BD1202949 16.6 14 0
BD1202950 14.2 11.75 15
BD1202951 17.35 18 0
BD1202953 18.4 0 23
BD1202954 18.75 0 20.75
BD1202955 18 14.5 0
BD1202956 12.6 0 8
BD1202957 13.95 13.75 16.5
BD1202958 9.6 0 11.5
BD1202959 16.9 0 19.25
BD1202960 13.4 0 16.25
BD1202961 10.7 0 11.75
BD1202962 16.2 23.25 0
BD1202963 5 0 12
BD1202964 12.2 9.75 18.75
BD1202965 19.35 0 19
BD1202966 15.2 0 16.5
BD1202967 13.2 12.25 0
BD1202968 13.4 0 19.75
BD1202969 8.65 0 12
BD1202970 15.55 0 24
BD1202971 13.95 7.75 17.5
BD1202972 12.15 0 17.25
BD1202973 24.9 21.75 0
BD1202974 16.45 0 12.75
BD1202975 18.55 21.5 0
BD1202976 19.45 18.25 0
BD1202977 18.9 0 18.25
BD1202978 18.25 19.75 0
BD1202979 19.1 0 21.25
BD1202980 12.95 13 0
BD1202981 14.9 0 16
BD1202982 16.45 17.25 0
BD1202983 19.25 14 0
BD1202984 15.1 0 19
BD1202985 12.7 0 15.25
BD1202986 15.05 0 18.5
BD1202987 19.65 19 0
BD1202988 19.8 0 23.25
BD1202989 14.7 14.75 0
BD1202990 14.7 0 19.75
BD1202991 15.25 0 19
BD1202992 11.4 0 14.25
BD1202993 13.4 0 21.75
BD1202994 11.4 7 18.5
BD1202995 3.9 0 4.75
BD1202996 9.2 9.5 16.5
BD1202997 15.4 0 18.5
BD1202998 15.65 11.5 0
BD1202999 12.1 11.5 15.75
BD1203000 19.1 18 0
BD1203001 13.65 0 15.75
BD1203002 20.9 0 22
BD1203003 16.1 0 24.5
BD1203004 10.75 9 20
BD1203005 17.7 0 0
BD1203006 14.95 11.75 0
BD1203007 11 0 21
BD1203008 13.9 0 13.5
BD1203009 8.65 0 14
BD1203010 7.5 0 10
BD1203011 10.25 8 12.25
BD1203012 23.8 19.5 0
BD1203013 12.1 0 16.75
BD1203014 15.95 15.5 0
BD1203015 17.2 14.25 0
BD1203016 12.2 0 12
BD1203017 16.5 16.75 0
BD1203018 15 10.25 0
BD1203019 11.35 7.75 14.5
BD1203020 17.7 0 23
BD1203021 15.8 12 0
BD1203022 16.55 0 18.75
BD1203023 16.4 18 0
BD1203024 11.25 9.75 14.25
BD1203025 14.8 11 16.75
BD1203026 14.55 0 21.25
BD1203027 15.8 0 14.5
BD1203028 18.95 17 0
BD1203029 12.4 0 22
BD1203030 23.45 19.75 0
BD1203031 11.5 0 15.5
BD1203032 16.3 11.75 0
BD1203033 17.55 17.75 0
BD1203034 11.9 10.25 14
BD1203035 19.5 0 18.5
BD1203036 19.6 16.5 0
BD1203037 16.9 13 0
BD1203038 15.95 13 0
BD1203039 11.75 16.5 0
BD1203040 17.85 0 21
BD1203041 6.7 0 15.5
BD1203042 16.25 8.25 19.75
BD1203043 13.6 0 16.5
BD1203044 8.25 7.5 15.25
BD1203045 11.35 0 14.75
BD1203046 21.15 18.25 0
BD1203047 16.8 0 19
BD1203048 10.05 9 15.5
BD1203049 17.1 21 0
BD1203050 16.3 0 24.75
BD1203051 10.9 0 15.25
BD1203052 16.8 0 23.25
BD1203053 14.2 0 17.5
BD1203054 9.8 0 16.5
BD1203055 15.4 13.75 15
BD1203056 15.8 0 22
BD1203057 18.1 15.75 0
BD1203058 9.2 0 12
BD1203059 21.75 21.5 0
BD1203060 10.9 10.5 14.5
BD1203061 15.4 0 17.75
BD1203062 15 0 20.75
BD1203063 11.35 0 16.75
BD1203064 18.7 0 25.75
BD1203065 17.15 19.5 17.75
BD1203066 14.25 18.75 0
BD1203067 18.7 17.25 0
BD1203068 21.45 0 17.25
BD1203070 17.6 0 17.25
BD1203071 14.2 0 13.25
BD1203072 19.05 15.75 0
BD1203073 15.4 0 17.75
BD1203074 12.15 0 16
BD1203075 11.6 0 14.25
BD1203076 15.8 0 19.75
BD1203077 9.4 0 13.25
BD1203078 7.55 0 9.75
BD1203079 9.1 0 14.5
BD1203080 12.8 0 21.25
BD1203082 12.4 0 16.5
BD1203083 13.75 13.75 0
BD1203084 11.4 0 17.25
BD1203085 14.6 0 17.25
BD1203086 12.85 11.75 0
BD1203087 16.15 0 18.75
BD1203088 9.55 9 14.25
BD1203089 16.7 11.5 15.5
BD1203090 19.2 0 19.75
BD1203091 14.4 0 17
BD1203092 14 0 22
BD1203093 14.3 17.25 0
BD1203094 13.4 0 13.25
BD1203095 16.5 14.25 0
BD1203096 16.7 0 18.75
BD1203097 6.95 0 16
BD1203098 18.9 0 20
BD1203099 15.65 0 22.25
BD1203100 10.8 0 16
BD1203101 12.7 0 16.75
BD1203102 10 6.25 12
BD1203103 13.8 0 18.75
BD1203104 14.05 10 0
BD1203105 21.1 22.75 0
BD1203107 11.9 0 13.5
BD1203108 16.8 17 0
BD1203109 19.2 0 20.25
BD1203110 18.6 16 0
BD1203111 15.6 16.5 0
BD1203112 10.2 0 16.5
BD1203113 16.2 0 19.25
BD1203114 19.55 21 0
BD1203115 7.4 8 7
BD1203116 16.8 15.5 0
BD1203117 15.5 10 0
BD1203118 5.5 5.5 3.75
BD1203119 17.75 20.25 0
BD1203120 15.95 0 18.75
BD1203121 10.65 6.5 10.75
BD1203122 12.65 0 15
BD1203123 11.35 0 14.25
BD1203124 20.35 0 17.5
BD1203126 18.1 12.5 0
BD1203127 18.2 0 21.75
BD1203128 9.5 0 19.25
BD1203129 16.45 14.75 0
BD1203130 18.7 0 26.75
BD1203131 14.35 0 20.25
BD1203132 17.1 13 0
BD1203133 21.3 18.75 0
BD1203134 9.7 0 14.5
BD1203135 12.1 7.5 15.5
BD1203136 11 7.5 19.25
BD1203137 18.45 0 18.25
BD1203138 19.7 20 0
BD1203139 12.5 12.75 0
BD1203140 17.3 0 21
BD1203141 12 0 16.75
BD1203142 7.1 0 9
BD1203143 20.2 15.75 0
BD1203144 18.85 19.25 0
BD1203145 11.7 8 16
BD1203146 11.3 0 15
BD1203147 11.1 9.25 9
BD1203148 15.7 0 21.5
BD1203149 17.55 0 20.75
BD1203150 18.9 18 0
BD1203151 14.7 9.5 15.25
BD1203152 25.4 17.75 0
BD1203153 11.3 9.5 20.25
BD1203154 17.1 0 18.75
BD1203155 10.75 7.25 19
BD1203156 13.05 0 20
BD1203157 10.95 0 14.75
BD1203158 13.1 0 19.75
BD1203159 14.2 0 16
BD1203160 9.6 8.5 15.5
BD1203161 9.8 0 16.75
BD1203162 21.8 0 20
BD1203163 14.25 13.25 0
BD1203164 15.4 0 21.75
BD1203165 18.8 15.75 0
BD1203166 13 10.25 16
BD1203167 11.1 0 16.75
BD1203168 13.7 0 16
BD1203169 21.6 0 21
BD1203170 18 18.5 0
BD1203172 11 8.5 18.75
BD1203173 19.05 11.75 0
BD1203174 18.1 18.75 0
BD1203175 16.1 10.75 0
BD1203176 11.75 7.25 17.75
BD1203178 9.35 0 15.5
BD1203179 15.35 0 18.5
BD1203180 14.6 15.75 0
BD1203181 18.8 14.25 0
BD1203182 14.15 14.75 0
BD1203183 17.95 18.5 0
BD1203184 18.6 20.5 0
BD1203185 16.35 0 17.75
BD1203186 13.75 10 0
BD1203187 14.9 16.75 0
BD1203188 16.8 0 15.25
BD1203189 19.15 16 0
BD1203190 11.25 0 16.25
BD1203191 15.45 12 16.25
BD1203192 21.1 21.75 0
BD1203193 18.05 18.75 0
BD1203194 12.9 0 19
BD1203195 11.95 6.25 15.75
BD1203196 8.5 0 11
BD1203197 14.6 12 0
BD1203198 16.5 17.25 0
BD1203199 11.9 0 16.25
BD1203200 12.65 0 18.5
BD1203201 13.5 12.25 0
BD1203202 9.35 0 5.75
BD1203203 17.45 21 0
BD1203204 17.95 19.75 0
BD1203205 17.4 0 17.5
BD1203206 12.65 0 17.25
BD1203207 17.15 0 18
BD1203208 12.3 7.5 18.25
BD1203209 17.5 0 17.5
BD1203210 16.6 0 20.25
BD1203211 19.2 14.25 0
BD1203212 18.7 19.25 0
BD1203213 18.95 19 0
BD1203214 13.8 12.5 0
BD1203215 18.25 17.75 0
BD1203216 10.2 8.75 11.75
BD1203217 16.1 0 18.75
BD1203218 10.25 0 14
BD1203219 11.35 0 14
BD1203220 15.7 12.75 0
BD1203221 24.05 22.5 0
BD1203222 17.25 18.25 0
BD1203223 18.3 16.75 0
BD1203224 19.2 15.75 0
BD1203225 24.55 21.25 0
BD1203226 14.7 10.75 13
BD1203227 15.2 0 21
BD1203228 15.5 0 15.25
BD1203229 16.95 0 19
BD1203230 17.7 0 21
BD1203231 12.85 0 14
BD1203232 12 0 14.25
BD1203233 16.75 0 18.25
BD1203234 19.15 0 20.75
BD1203235 19.05 16 0
BD1203236 14.5 0 18
BD1203237 17.65 0 18.5
BD1203238 23.2 15 0
BD1203239 24.7 0 22
BD1203240 15.4 0 16.75
BD1203241 14.2 0 19.25
BD1203242 15.8 20.25 21.5
BD1203243 16.3 14.5 0
BD1203244 14.85 13 11.5
BD1203245 17.55 14.75 0
BD1203246 9.75 10.25 14.5
BD1203247 17.15 15.75 0
BD1203248 14.5 12 0
BD1203249 14.3 0 21
BD1203250 19.85 18.5 0
BD1203251 10.4 0 13.75
BD1203252 13.9 0 16
BD1203253 19.4 0 19.75
BD1203254 15.05 0 24.5
BD1203255 19.65 0 18.5
BD1203256 13.75 0 18.25
BD1203257 12.4 0 17
BD1203258 18.6 0 23
BD1203259 20 14.75 0
BD1203260 16.3 16 0
BD1203261 14.9 17.25 0
BD1203262 15.25 9.25 17.5
BD1203263 12.75 0 19
BD1203264 13.4 10.5 19.25
BD1203265 16.55 15.75 0
BD1203266 24.1 18.5 0
BD1203267 9.1 8.75 9.5
BD1203268 13.65 0 21.5
BD1203269 15 0 22.25
BD1203270 12.65 0 12.5
BD1203271 16.45 0 20
BD1203272 15.6 0 20
BD1203273 16.85 0 20.25
BD1203274 6.9 0 12.25
BD1203275 19.3 12.75 17.75
BD1203276 8.95 0 15
BD1203277 14.1 0 19
BD1203278 14.85 12.25 19.5
BD1203279 12.15 0 15
BD1203280 13.15 0 17.75
BD1203281 14.4 0 16
BD1203282 16.6 0 21.25
BD1203283 10.6 6.5 3.25
BD1203284 15.45 0 18.5
BD1203285 9.8 7.25 21.75
BD1203286 20.1 13 0
BD1203287 12.7 11.5 0
BD1203288 8.8 0 15.5
BD1203289 14.2 11.75 14.75
BD1203290 18.1 17.75 0
BD1203291 21.4 22.25 0
BD1203292 14.75 0 16
BD1203293 9.55 0 7.25
BD1203294 14.35 14.25 0
BD1203295 17.75 19 0
BD1203296 9.75 0 16.5
BD1203297 22 16.25 0
BD1203298 12.05 0 15
BD1203299 11.3 0 15.25
BD1203300 9.5 0 14.5
BD1203301 16.85 0 23.75
BD1203302 12.7 11 16.75
BD1203303 13.45 0 19.75
BD1203304 21.6 0 18
BD1203305 16.7 17.25 0
BD1203306 14.85 0 16.25
BD1203307 12.1 0 13.5
BD1203308 16 14.5 0
BD1203309 10.75 8.5 14
BD1203310 19.3 0 22.75
BD1203311 17.4 0 22.75
BD1203312 16.9 0 14.75
BD1203313 16.35 18.25 0
BD1203314 15.5 0 21.75
BD1203315 20.4 18.75 0
BD1203316 11.75 10 17.5
BD1203317 15.9 15 0
BD1203318 15.2 0 15.75
BD1203319 18.6 12.5 0
BD1203320 18.45 0 18.75
BD1203321 17.8 0 16
BD1203322 10.45 0 16
BD1203323 23.3 0 19
BD1203324 9.6 0 10
BD1203325 15.05 0 19
BD1203326 15.05 0 17.25
BD1203327 12.55 0 15.5
BD1203328 18.5 0 19.75
BD1203329 17.4 14 0
BD1203330 18.8 0 19
BD1203331 17.55 0 15.75
BD1203332 16.5 0 22.25
BD1203333 10.2 0 13
BD1203334 12.2 0 15
BD1203335 12.35 0 19.75
BD1203336 18.05 15.5 0
BD1203337 14.25 7.25 24.75
BD1203338 15.45 0 20
BD1203339 17.15 13.5 13.25
BD1203340 20.5 0 20.5
BD1203341 22.65 0 0
BD1203342 12.4 0 18.5
BD1203343 13.15 0 16
BD1203344 15.4 17.5 14.75
BD1203345 16.85 15.5 0
BD1203346 12.25 0 18.25
BD1203347 18.8 15.5 0
BD1203348 16.45 18.75 0
BD1203349 16.6 16 22.75
BD1203350 15.65 13.75 15.5
BD1203351 14.2 7.75 19.25
BD1203352 11.8 9.5 15.25
BD1203353 15.95 0 21.5
BD1203355 14.9 0 19.25
BD1203356 16.15 0 22.5
BD1203357 14.35 0 19.5
BD1203358 13.15 0 15.25
BD1203359 18.9 16 0
BD1203360 12.8 0 16.25
BD1203361 17.05 18.5 0
BD1203362 24 0 19
BD1203363 16.9 0 17.75
BD1203364 17.4 20 0
BD1203365 16.55 0 17.25
BD1203366 14.8 13.5 20.25
BD1203367 16.05 16.75 0
BD1203368 16.6 13.75 0
BD1203369 18.2 0 19.75
BD1203370 15.1 0 17
BD1203371 14.5 7 13.5
BD1203372 22.25 18 0
BD1203373 16.35 11.75 19.5
BD1203374 14.5 0 15.5
BD1203375 19.65 15.5 0
BD1203376 6.85 0 15.75
BD1203377 15.7 13 18.25
BD1203378 9.45 9.25 12.25
BD1203379 14.9 0 18.75
BD1203380 11.5 0 13
BD1203381 12.65 0 15.5
BD1203383 18.35 0 21
BD1203384 8.95 0 12.25
BD1203385 13.3 12.25 0
BD1203386 16.45 0 15
BD1203387 17 0 21.5
BD1203388 16.4 0 15.25
BD1203389 17.6 0 15.75
BD1203390 21.65 0 21
BD1203391 16.9 17.5 15.5
BD1203392 21.9 22.25 0
BD1203393 21.25 19 0
BD1203394 19 0 20
BD1203395 15.95 9 16.25
BD1203396 17.75 14.25 0
BD1203397 16.7 15 0
BD1203398 15.75 0 21.5
BD1203399 17.6 14.25 0
BD1203400 17.6 11 0
BD1203401 23.8 19 0
BD1203402 13.15 11.5 16.25
BD1203403 16 0 20.25
BD1203404 10.1 0 12.25
BD1203405 21.3 0 19
BD1203406 14.55 0 12.75
BD1203407 11.15 0 15.5
BD1203408 18.05 17 0
BD1203409 16.1 0 19
BD1203410 14.25 0 16.5
BD1203411 14.75 0 16
BD1203412 16.95 16 0
BD1203413 17.35 0 26
BD1203414 8.55 7.75 16.25
BD1203415 20.35 19.5 0
BD1203416 15.8 0 17.25
BD1203417 10 10 16
BD1203418 12.45 12 0
BD1203419 16.25 15.5 0
BD1203420 7.7 6.5 12.5
BD1203421 15.4 0 18.5
BD1203422 13.4 0 15
BD1203423 11.1 0 5.75
BD1203424 14.7 0 15.25
BD1203425 13.4 0 20.75
BD1203426 11.4 0 16.75
BD1203427 14.8 0 20.25
BD1203428 10 0 15
BD1203429 15.2 0 17.5
BD1203430 17.3 16.75 0
BD1203431 11.75 0 17.5
BD1203432 14.3 10 18.75
BD1203433 6.7 0 9.25
BD1203434 20.05 19 0
BD1203435 11.1 0 16
BD1203436 12.2 14.25 0
BD1203437 22.5 20.25 0
BD1203438 16.5 0 21.75
BD1203439 15.85 0 20
BD1203440 16.35 17.5 0
BD1203441 13.4 0 21.5
BD1203442 17.4 19 0
BD1203443 15.8 0 17.5
BD1203444 13.1 0 18.25
BD1203445 10.5 0 14.5
BD1203446 20.3 17.5 0
BD1203447 14.75 0 19
BD1203448 11.4 0 4.75
BD1203449 9.95 0 15.25
BD1203450 19.1 0 17.25
BD1203451 20.3 15.5 18.25
BD1203452 14.9 15.25 0
BD1203453 21.3 20.25 0
BD1203454 12.9 0 15.5
BD1203455 14.7 14.5 0
BD1203456 11.75 0 20.5
BD1203457 20.25 0 21
BD1203458 9.15 0 16.25
BD1203459 19.5 0 21.75
BD1203460 17.65 22.25 0
BD1203461 19.35 20 0
BD1203462 22.3 0 24.75
BD1203463 21.75 19.75 0
BD1203464 14.2 0 16
BD1203465 17.75 18.5 0
BD1203466 15.3 0 16.5
BD1203467 14.15 9.75 17.25
BD1203468 19.5 15.5 22
BD1203469 15 14.25 0
BD1203470 18.85 18.75 0
BD1203471 10.2 0 15.25
BD1203472 18.1 18.75 0
BD1203473 14.35 0 18.25
BD1203474 17.55 0 22
BD1203475 18 19 0
BD1203476 19.15 16.25 0
BD1203477 12.25 0 19.25
BD1203478 15.3 0 17
BD1203479 11.15 0 11.5
BD1203480 12.95 0 19.5
BD1203481 19.55 0 20.75
BD1203482 16.3 15 0
BD1203483 13.4 0 17.75
BD1203484 13.05 7 15.25
BD1203485 16 0 14.75
BD1203486 17.8 0 14
BD1203487 15 0 18.25
BD1203488 17.35 0 20.25
BD1203489 15.8 16 18.25
BD1203490 13.05 12.25 0
BD1203491 19.6 21.25 0
BD1203492 18.95 17.25 0
BD1203493 18.35 19 0
BD1203494 20.1 17.25 0
BD1203495 6.65 7.5 13
BD1203496 15.5 0 17
BD1203497 16.8 16.75 0
BD1203498 18.55 6.75 19.75
BD1203499 21.6 19.25 18.25
BD1203500 13.5 16 0
BD1203501 11.6 0 13.5
BD1203502 14.6 10.25 0
BD1203503 12.5 0 14.75
BD1203504 14 9.75 16
BD1203505 12.9 0 18.5
BD1203506 18 0 22.25
BD1203507 13.1 11.5 0
BD1203508 13.5 10.5 0
BD1203511 21.85 17.75 0
BD1203512 17.35 0 21.5
BD1203514 21.2 17.75 0
BD1203515 13.3 0 9.5
BD1203516 19.55 17.5 0
BD1203517 5.6 0 10.25
BD1203518 15.7 0 17
BD1203519 12.1 0 16.5
BD1203520 19.8 0 22
BD1203521 14.55 13 0
BD1203522 13.1 0 16.5
BD1203523 22.3 0 17.75
BD1203524 8.9 0 17
BD1203525 17.65 14.75 0
BD1203526 11.3 7.5 15.75
BD1203527 16.35 0 18.75
BD1203528 13.45 0 23
BD1203529 14.2 12 0
BD1203530 11.9 0 14
BD1203531 15.6 0 18.75
BD1203532 10.1 9.5 13.75
BD1203533 14.2 0 21.75
BD1203534 17.35 0 22.75
BD1203535 17.8 19.25 0
BD1203536 13.9 0 18
BD1203537 18.05 13.75 0
BD1203538 19.45 20 0
BD1203539 14.25 7.75 20.25
BD1203540 6 0 3.5
BD1203541 21.15 0 25.5
BD1203542 18.05 17.25 0
